TT-3601,Хабаровские Авиалинии,Французская Полинезия
TS-5756,РусЛайн,Бангладеш
ML-8495,АэроГео,Кирибати
HG-8303,Аэросервис (Даг.),Сент-Винсент и Гренадины
PY-7329,Россия СЛО,Аргентина
JA-1449,МЧС России ФГУАП,Реюньон
MD-3865,Роствертол-Авиа, ЗАО,Исландия
TS-6241,РОЯЛ ФЛАЙТ,Перу
CO-4537,Уктус,Корея, Народно-Демократическая Республика
DF-9681,Аэрофлот ПАО,Малые Тихоокеанские отдаленные острова Соединенных Штатов
SV-3454,Ред Вингс АО,Коморы
ZN-9555,Дальнереченск Авиа,Ирландия
WA-4228,ПАНХ АК ООО (Улан-Удэ),Коморы
HF-9133,РУССЭЙР,Лихтенштейн
MZ-6736,Ельцовка АП ЗАО,Руанда
OH-6996,Бурал,Южная Осетия
YG-5245,Авиакомпания СОКОЛ,Мозамбик
UF-9021,ИрАэро АК АО,Джерси
UW-9138,ПАНХ НПК ОАО,Алжир
RS-9787,Ижавиа ОАО,Греция
PX-9713,Вологодское АП,Виргинские острова, Британские
JW-9285,РусДжет,Габон
QV-5936,Ельцовка АП ЗАО,Бенин
MR-8878,Летные  проверки и системы,Словения
FN-4189,Универсал-Авиа ГУП РК,Мальдивы
AY-2623,Когалымавиа ООО,Индия
CZ-9673,Универсал-Авиа ГУП РК,Азербайджан
ON-3943,РусЛайн,Доминика
SZ-2849,ПАНХ АК ООО (Улан-Удэ),Кувейт
KS-5980,ЮТэйр-Вертол,Кувейт
RB-4605,Глобус,Катар
JY-8653,Саратовские авиалинии,Уругвай
CO-1559,РусДжет,Лесото
Ue-1903,ПАНХ АК ООО (Улан-Удэ),Замбия
PC-8104,Когалымавиа ООО,Папуа-Новая Гвинея
HN-4089,Россия Авиакомпания АО,Германия
RM-1855,Конверс Авиа,Чад
GV-6818,Амурская авиабаза,Буркина-Фасо
YT-1583,Комиавиатранс ОАО,Мексика
BQ-8529,АЭРОКУЗБАСС,Уганда
XN-4985,Петрозаводск Аэропорт,Гернси
LR-9854,Ельцовка АП ЗАО,Антарктида
Ue-6461,ЮТэйр-Вертол,Майотта
MQ-7537,Тулпар Эйр,Гамбия
AD-9306,ШАР инк Лтд.,Либерия
SR-6743,КрасАвиа,Мозамбик
HZ-7470,ИрАэро АК АО,Алжир
NL-6102,,Ливан
YK-7416,Аэросервис (Даг.),Соломоновы острова
AZ-5273,Полярные авиалинии АО,Кирибати
BO-5287,Балтийские авиалинии,Судан
NN-3928,Авиасервис (Казань) (ИНН 1624446694),Чили
ZQ-6425,Хабаровские Авиалинии,Кабо-Верде
NH-6108,Нарьян-Марский ОАО,Сент-Пьер и Микелон
ZM-8139,РКП «АК «Тува Авиа»,Туркмения
OI-6586,Алтайские Авиалинии,Багамы
LY-4659,Алтайские Авиалинии,Монголия
CU-6917,Амур,Израиль
OK-9002,Уральские авиалинии,Конго
eJ-7032,Восток,Антигуа и Барбуда
CR-8210,,Гренада
XU-1539,АЛРОСА Авиакомпания АО,Таджикистан
IF-3932,Северный Ветер,Мальдивы
UL-5524,Амурская авиабаза,Камерун
PU-3739,Хабаровские Авиалинии,name
CB-9385,РусЛайн,Киргизия
JU-7800,СИМАРГЛ,Люксембург
IU-5848,ВИМ-АВИА,Мартиника
XJ-2017,Нарьян-Марский ОАО,Албания
XK-7028,Амур,Конго, Демократическая Республика
TQ-2215,РКП «АК «Тува Авиа»,Боливия, Многонациональное Государство
IX-8702,ВИТЯЗЬ-АЭРО АК ООО,Азербайджан
eJ-8582,Аэросервис (Чита),Республика Македония
NR-2270,Оренбургские АЛ АО,Гваделупа
eX-7997,Восток,Перу
BQ-4205,ШАР инк Лтд.,Гонконг
RU-3208,ВЗЛЕТ НПО, ЗАО,Сен-Бартельми
FP-6654,Ельцовка АП ЗАО,Молдова, Республика
BJ-6294,ДОНАВИА,Папский Престол (Государство &mdash; город Ватикан)
LB-1623,СИМАРГЛ,Греция
CG-3452,Восток,Ливан
NU-4464,РусЛайн,Турция
LR-2097,РусЛайн,Соломоновы острова
OC-2644,СКОЛ,Португалия
JP-1634,Нордавиа-регион.АЛ,Кувейт
PO-7366,АэроБратск,Виргинские острова, Британские
WU-5415,Балтийские авиалинии,Мозамбик
PJ-5386,Сибирь,Швеция
QK-4056,Глобус,Ангилья
RV-2080,Уральские авиалинии,Тайвань (Китай)
RD-1709,ЮВТ АЭРО,Камбоджа
IB-5090,Полярные авиалинии АО,Бурунди
Ye-5803,Восток,Сомали
AV-5999,Икар ООО,Ирландия
HJ-1720,Авиакон Цитотранс,Бенин
PQ-2246,ТУРУХАН,Ирак
ZD-4435,Аэросервис (Чита),Казахстан
XD-5851,РОЯЛ ФЛАЙТ,Австрия
eZ-8648,АЭРОКУЗБАСС,Афганистан
HB-1125,Геликс,Кабо-Верде
BU-9352,Алтайские Авиалинии,Макао
IR-7475,Сибирь,Конго
IO-3423,Ангара АК ЗАО,Нидерланды
FH-9660,Авиакон Цитотранс,Парагвай
GY-7304,Уктус,Мексика
eD-4466,Хабаровские Авиалинии,Фолклендские острова (Мальвинские)
JN-7196,ПАНХ НПК ОАО,Гватемала
Me-6095,Авиакон Цитотранс,Австрия
VO-7083,СИБИА,Венгрия
SZ-7966,Россия Авиакомпания АО,Сан-Марино
PL-3883,Газпром авиа ООО,Кабо-Верде
QQ-8067,СИМАРГЛ,Ливийская Арабская Джамахирия
KT-2665,РУССЭЙР,Доминиканская Республика
TJ-4017,Нордавиа-регион.АЛ,Бахрейн
FU-8520,Балтийские авиалинии,Эландские острова
RI-2662,Алтайские Авиалинии,Франция
KS-2187,Грозный Авиа ПАО,Албания
RU-5246,Авиастар-ТУ,Южная Осетия
BQ-3324,Нордавиа-регион.АЛ,Ниуэ
BW-7463,Авиасервис (Казань) (ИНН 1624446694),Южная Африка
SF-1328,Арт Авиа,Новая Зеландия
JL-6153,ВЗЛЕТ НПО, ЗАО,Бангладеш
ZU-9463,Грозный Авиа ПАО,Гаити
GT-4606,Норильск Авиа,Эландские острова
MD-3541,СЕВЕРСТАЛЬ АП ООО,Святая Елена, Остров вознесения, Тристан-да-Кунья
UH-8889,Хабаровские Авиалинии,Эквадор
UB-7102,Ельцовка АП ЗАО,Оман
LF-4957,Ред Вингс АО,Сирийская Арабская Республика
OC-1036,Космос,Люксембург
VY-5855,ВИМ-АВИА,Парагвай
UM-5702,АТРАН,Эритрея
QB-2134,СиЛА,Конго
RL-3690,ЧукотАВИА,Тринидад и Тобаго
PN-5215,Авиа Менеджмент Груп,Ливан
HZ-7734,Когалымавиа ООО,Малые Тихоокеанские отдаленные острова Соединенных Штатов
QY-2300,Ижавиа ОАО,Аргентина
NC-4286,Восток,Гватемала
XI-7993,Алтайские Авиалинии,Непал
ZB-1647,АэроБратск,Мартиника
Ge-7203,БАРКОЛ,Мозамбик
FV-9758,Ай Флай,Острова Теркс и Кайкос
eG-6593,Тулпар Эйр,Фиджи
SP-7253,Сибирь,Сент-Люсия
KH-9900,АэроГео,Антигуа и Барбуда
RS-9639,Ангара АК ЗАО,Бразилия
XD-7641,АРКТИКА,Папуа-Новая Гвинея
ZZ-8554,Авиалифт Владивосток,Малые Тихоокеанские отдаленные острова Соединенных Штатов
Ge-4674,Алтайские Авиалинии,Беларусь
TV-9338,ЧукотАВИА,Антигуа и Барбуда
FI-6972,КрасАвиа,Филиппины
DP-4266,Тулпар Эйр,Черногория
KI-8871,АЭРОКУЗБАСС,Чад
XJ-1903,РусЛайн,Ирландия
TC-7373,ЛУКОЙЛ-АВИА ООО,Австралия
YV-5170,СиЛА,Франция
QB-2981,Россия СЛО,Вануату
FY-1321,РУССЭЙР,Нигерия
JW-1379,Хабаровские Авиалинии,Сент-Винсент и Гренадины
RH-6658,АэроБратск,Эритрея
Ze-4971,СИМАРГЛ,Соединенное Королевство
KC-2591,Уктус,Таджикистан
RR-3437,Оренбургские АЛ АО,Святая Елена, Остров вознесения, Тристан-да-Кунья
VI-6196,РОЯЛ ФЛАЙТ,Северные Марианские острова
HG-6626,Авиакон Цитотранс,Марокко
IA-5276,Глобус,Бахрейн
VA-6862,Ред Вингс АО,Исландия
BJ-8273,Ангара АК ЗАО,Беларусь
AJ-2725,Авиасервис (Казань) (ИНН 1624446694),Кипр
RW-1290,Дальнереченск Авиа,Бенин
ZC-5633,Россия Авиакомпания АО,Черногория
AB-9605,ПАНХ НПК ОАО,Доминиканская Республика
AF-2931,Северо-Запад,Зимбабве
AX-9904,Авиакон Цитотранс,Эквадор
LJ-1201,БАРКОЛ,Перу
WC-6197,Аэросервис (Даг.),Реюньон
ZV-8984,Ельцовка АП ЗАО,Андорра
WH-8177,АЭРОКУЗБАСС,Индия
KX-6300,АЭРОКУЗБАСС,Фолклендские острова (Мальвинские)
ZD-7998,Костромское АП ОАО,Аруба
CD-1041,Аэросервис (Даг.),Катар
WA-5567,АЛРОСА Авиакомпания АО,Сингапур
TO-2075,Аэросервис (Даг.),Перу
QC-1222,Авиастар-ТУ,Перу
IO-4877,РКП «АК «Тува Авиа»,Бермуды
FS-5412,РУССЭЙР,Сан-Марино
TW-6128,ЮТэйр-Вертол,Белиз
IA-9020,Универсал-Авиа ГУП РК,Киргизия
GJ-5811,Икар ООО,Танзания, Объединенная Республика
BZ-4383,Петрозаводск Аэропорт,Западная Сахара
YM-5435,ВОЛГА-ДНЕПР,Малые Тихоокеанские отдаленные острова Соединенных Штатов
VD-6321,АТРАН,Французская Полинезия
IJ-2953,Авиалифт Владивосток,Центрально-Африканская Республика
CL-1301,Ай Флай,Албания
BV-8683,Нарьян-Марский ОАО,Самоа
CU-6234,Роствертол-Авиа, ЗАО,Соединенное Королевство
IM-3125,Аэросервис (Даг.),Бельгия
NZ-5526,Саратовские авиалинии,Науру
XF-4532,Джет Эйр Групп,Туркмения
AS-7718,Нижневартовскавиа,Зимбабве
BI-6388,Газпром авиа ООО,Исландия
MI-6886,Глобус,Кувейт
IT-9775,Северо-Запад,Тонга
UY-3935,Арт Авиа,Конго, Демократическая Республика
DP-5059,Универсал-Авиа ГУП РК,Антигуа и Барбуда
YX-4890,МАЦ,Маврикий
RH-3984,Авиалифт Владивосток,Танзания, Объединенная Республика
UK-7424,Сибирь,Куба
GV-5785,Ред Вингс АО,Гваделупа
JU-9025,ЛУКОЙЛ-АВИА ООО,Кокосовые (Килинг) острова
QL-6752,Комиавиатранс ОАО,Ангилья
RS-4545,СИБИА,Сент-Пьер и Микелон
NZ-1422,АРКТИКА,Сен-Мартен
AI-5748,Северный Ветер,Вануату
KB-2109,Таймыр ОАО,Свазиленд
OW-1836,АЛРОСА Авиакомпания АО,Армения
DD-2197,Камчатское АП ОАО,Канада
TQ-1305,МАЦ,Чад
VO-4865,Комиавиатранс ОАО,Мавритания
CF-2534,Аэролимузин,Австрия
RN-4860,Нарьян-Марский ОАО,Монголия
KF-8339,Нордавиа-регион.АЛ,Бразилия
HJ-3236,Меридиан,Албания
GG-8910,Аврора,Ирак
PK-1996,ШАР инк Лтд.,Джибути
SW-3399,Авиалифт Владивосток,Израиль
TL-7572,ЮТэйр-Вертол,Андорра
BX-4626,Авиакон Цитотранс,Гваделупа
CD-1153,Таймыр ОАО,Эритрея
BD-1579,ТУРУХАН,Кот д'Ивуар
PC-3403,ЛУКОЙЛ-АВИА ООО,Багамы
QB-7209,Северный Ветер,Гамбия
ZO-3382,Саратовские авиалинии,Джерси
PL-2719,СИБИА,Республика Македония
CD-9108,Газпром авиа ООО,Польша
ZJ-7918,Глобус,Маврикий
VC-9591,Аврора,Кокосовые (Килинг) острова
RU-4262,Северный Ветер,Нигерия
KS-1378,СиЛА,Коморы
SW-3746,Арго,Тимор-Лесте
TX-7938,СИБИА,Коморы
GT-1356,МЧС России ФГУАП,Словакия
DH-7898,Алтайские Авиалинии,Тайвань (Китай)
NN-1916,Ай Флай,Гондурас
BX-4060,ВИМ-АВИА,Мартиника
JK-8243,РКП «АК «Тува Авиа»,Пакистан
HH-8388,,Тонга
XX-8768,Алтайские Авиалинии,Джерси
KS-3322,Комиавиатранс ОАО,Тунис
PA-6670,СиЛА,Южная Джорджия и Южные Сандвичевы острова
RF-3254,Россия СЛО,Эландские острова
HH-8359,Когалымавиа ООО,Ливийская Арабская Джамахирия
Ve-7934,СиЛА,Австрия
NQ-1139,Аэролимузин,Венгрия
JA-3504,АТРАН,Суринам
IQ-6735,АЭРОКУЗБАСС,Коста-Рика
FO-1032,ПАНХ НПК ОАО,Бермуды
DL-1748,Джет Эйр Групп,Исландия
FQ-9477,ЮТэйр-Вертол,Венесуэла Боливарианская Республика
eP-7358,Победа,Самоа
WH-7080,АэроБратск,Оман
GY-1973,ЮТэйр-Вертол,Бурунди
AM-3876,ЧукотАВИА,Синт-Мартен
FV-2037,Россия СЛО,Финляндия
YU-6876,Тулпар Эйр,Синт-Мартен
BD-7800,БАРКОЛ,Таджикистан
UK-7972,Авиастар-ТУ,Вьетнам
LU-4167,Когалымавиа ООО,Ливийская Арабская Джамахирия
JI-7110,Авиашельф,Бразилия
UU-9643,Абакан Эир,Ирак
WG-5612,Северо-Запад,Марокко
XG-8714,Конверс Авиа,Чад
HR-5053,СЕВЕРСТАЛЬ АП ООО,Сент-Винсент и Гренадины
eF-7790,МАЦ,Финляндия
CU-9222,ТУРУХАН,Бахрейн
IO-7779,ИрАэро АК АО,Бонайре, Саба и Синт-Эстатиус
JW-9140,Ижавиа ОАО,Того
MH-4852,ЭйрБриджКарго,Южная Джорджия и Южные Сандвичевы острова
KT-4163,СиЛА,Панама
YH-8761,Нижневартовскавиа,Южная Африка
PO-1303,ВОЛГА-ДНЕПР,Кирибати
ZR-4838,Авиакон Цитотранс,Сан-Томе и Принсипи
NA-4362,Казанское авиапредприятие,Мальта
ZL-8048,Восток,Испания
PW-7203,Аврора,Австрия
XR-3343,Арго,Синт-Мартен
KU-4036,МЧС России ФГУАП,Эстония
VL-4661,Балтийские авиалинии,Того
OX-6173,ЮВТ АЭРО,Чад
MH-7273,Авиасервис (Казань) (ИНН 1624446694),Египет
Ne-5213,Авиашельф,Сьерра-Леоне
KY-7864,Норильск Авиа,name
JL-2255,Петрозаводск Аэропорт,Бахрейн
HA-1157,Северный Ветер,Панама
YR-1287,Геликс,Италия
RR-2502,РОЯЛ ФЛАЙТ,Сент-Люсия
NJ-3473,,Шри-Ланка
XG-4476,Икар ООО,Нидерланды
RJ-8279,Авиашельф,Остров Мэн
BX-6893,Нордавиа-регион.АЛ,Зимбабве
QR-4465,Меридиан,Соединенные Штаты
FO-3315,Таймыр ОАО,Эфиопия
PG-7878,Авиалифт Владивосток,Судан
LS-4279,Авиалифт Владивосток,Майотта
CW-5608,РОЯЛ ФЛАЙТ,Гибралтар
GR-5720,Арт Авиа,Куба
GO-7003,БАРКОЛ,Аргентина
VT-8146,Арго,Люксембург
IU-5496,Грозный Авиа ПАО,Лихтенштейн
eS-4112,АТРАН,Кувейт
IB-6262,Хабаровские Авиалинии,Багамы
ZT-3542,АЛРОСА Авиакомпания АО,Корея, Республика
MX-4673,Костромское АП ОАО,Остров Норфолк
OS-3046,ИрАэро АК АО,Буркина-Фасо
FY-7453,ЮТэйр ПАО,Антарктида
JQ-8384,Северный Ветер,Болгария
SK-9512,Авиакомпания СОКОЛ,Сент-Люсия
OX-6494,ЮТэйр ПАО,Гваделупа
HI-3130,ДОНАВИА,Конго
VA-3679,Нижневартовскавиа,Сен-Мартен
SZ-5116,Вологодское АП,Джибути
NQ-4295,ЮТэйр ПАО,Тимор-Лесте
GV-1824,АРКТИКА,Дания
QY-6845,Уктус,Шри-Ланка
JW-7287,Универсал-Авиа ГУП РК,Нигер
Ne-8139,Россия Авиакомпания АО,Азербайджан
ZF-4923,Вертикаль-Т ООО,Армения
BT-4373,Алтайские Авиалинии,Антигуа и Барбуда
WP-6169,Норильск Авиа,Бурунди
SC-9054,Аэролимузин,Палестинская территория, оккупированная
Ce-6909,Уктус,Камбоджа
TZ-1819,Аврора,Французская Гвиана
IU-2308,Победа,Уганда
FJ-8537,Вологодское АП,Виргинские острова, Британские
TF-1508,Нарьян-Марский ОАО,Кабо-Верде
KV-1881,ВИТЯЗЬ-АЭРО АК ООО,Румыния
ZT-9385,Казанское авиапредприятие,Швейцария
IU-9595,Костромское АП ОАО,Мальта
ID-6617,Хабаровские Авиалинии,Южная Осетия
HT-2319,СЕВЕРСТАЛЬ АП ООО,Гондурас
ND-3642,Вологодское АП,Западная Сахара
MK-7067,Амурская авиабаза,Вануату
TK-5355,Аэрофлот ПАО,Польша
DX-2669,Арт Авиа,Американское Самоа
BH-3646,Полярные авиалинии АО,Папуа-Новая Гвинея
MO-7366,Тулпар Эйр,Джибути
QH-9243,Меридиан,Филиппины
Xe-1537,Газпром авиа ООО,Сент-Люсия
TX-3487,БАРКОЛ,Португалия
DA-1199,Камчатское АП ОАО,Антигуа и Барбуда
DB-2303,Петрозаводск Аэропорт,Марокко
LP-1684,Джет Эйр Групп,Гренландия
RM-6365,Костромское АП ОАО,Армения
DJ-4376,Россия Авиакомпания АО,Оман
XN-8596,Арт Авиа,Сомали
OZ-9469,АРКТИКА,Пакистан
Ne-5148,Оренбургские АЛ АО,Парагвай
TQ-9066,Когалымавиа ООО,Ангола
JY-5543,Авиастар-ТУ,Грузия
AK-3482,Роствертол-Авиа, ЗАО,Грузия
QQ-2713,РусЛайн,Мартиника
WH-8938,Космос,Лаос
DD-9300,Ред Вингс АО,Аргентина
WA-5693,ДОНАВИА,Сент-Китс и Невис
TN-9839,Россия СЛО,Гвинея-Бисау
ZP-3333,Авиалифт Владивосток,Мозамбик
